Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 12, nFeatures = 150

feature |          frame
        |               0               1               2               3               4               5               6               7               8               9              10              11
--------+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
     23 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     24 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     25 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     26 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     27 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     28 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     29 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     30 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     31 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     32 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     33 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     34 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     35 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     36 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     37 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     38 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     39 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     40 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     41 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     42 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     43 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     44 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     45 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     46 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     47 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     48 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     49 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     50 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     51 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     52 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     53 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     54 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     55 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     56 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     57 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     58 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     59 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     60 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     61 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     62 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     63 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     64 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     65 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     66 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     67 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     68 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     69 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     70 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     71 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     72 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     73 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     74 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     75 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     76 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
     77 | ( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1( -1.0, -1.0)=-1
